Industry_Sector,Production_Volume_tons,Energy_Source,Fuel_Consumption_GJ,Emission_Factor_kgCO2_per_GJ,Location_Region,Year,Process_Type,Efficiency_GJ_per_ton,Total_CO2_Emissions_MtCO2,Emission_Intensity_kgCO2_per_ton
Oil & Gas,30558.250036251582,Natural Gas,193887.57058797101,78.61945047495645,India-Central,2015.0,Chemical Reaction,,,498.82876916928416
Cement,,Coal,120725.07796301835,81.9197216917242,India-West,2017.0,Mixed Process,4.93613805426964,0.00988976478794217,229.15153162543467
Chemicals,,Oil,221585.48562213182,,India-South,2020.0,Chemical Reaction,5.400931631026893,0.015545437709220468,294.86011211990694
Steel,58925.44198753347,Electricity,296716.6607861781,,India-West,2018.0,Combustion,6.12779424589092,0.032793013155103135,556.5170501740313
Power,41638.65420337518,Electricity,209241.42903316554,85.78130494335744,India-South,2024.0,Combustion,5.48245976263183,0.01794900283067786,431.06587314301174
Chemicals,43805.032667848485,Natural Gas,133094.19960851618,70.99094134205468,India-East,2024.0,Mixed Process,4.439207158096192,0.00944848251737589,215.69399545981344
Fertilizer,,Biomass,108481.59790430589,66.36999271720394,India-South,2015.0,Chemical Reaction,6.564602252987942,0.007199922862859429,199.44646888303015
Cement,49528.41244437835,Oil,182358.57570553286,47.14186484578693,India-West,,Mixed Process,5.5021478551192455,,173.57155024976362
Power,37273.57048713778,Biomass,155358.39064940976,51.29218730715387,India-West,2021.0,Chemical Reaction,4.302420776663263,,213.78879374266828
Cement,58596.917198618,Electricity,242154.4876373833,64.10775724064735,India-South,2021.0,Mixed Process,2.6961542887292964,0.015523981108190707,
Fertilizer,23212.002620988333,Biomass,,88.92490930438841,India-West,2015.0,Mixed Process,4.482529798715267,0.025096843594068722,1081.2011356304135
Cement,44605.55491321306,Coal,228179.08917451435,79.89169843409684,India-South,2023.0,Chemical Reaction,3.8645553158782016,0.01822961498129719,408.68486036695873
Steel,54516.610087876135,Oil,194894.4703787891,56.17795501438603,India-North,2022.0,,4.5294845941188555,0.010948772789492205,200.83370502758177
Power,52757.51774483756,,192048.10247475348,61.10223605274572,India-Central,,Mixed Process,3.7300069729696146,0.011734568490894286,222.42457553914275
Power,90395.50495970744,Coal,204265.01499779173,79.22404556126936,India-South,2019.0,Combustion,4.960981837354833,0.01618270085475842,179.02107922259674
Fertilizer,55247.00036851861,Natural Gas,130403.56205453514,100.10213773799387,India-North,2018.0,Chemical Reaction,3.9610983782978564,0.013053675330308108,236.2784448609898
Steel,34939.18104736984,Biomass,236135.91572647507,58.470601440782936,India-North,2015.0,Mixed Process,6.212476881854267,0.013807009014297031,395.17265718328554
,48568.03629366391,Oil,135150.96856599266,81.88405210142794,India-North,2023.0,Chemical Reaction,5.2366829907589345,0.011066708951616192,227.85992179510734
Cement,23356.304998003223,,266970.1291514528,68.31852090760312,India-North,,Combustion,3.941469743256657,0.018239004350139032,
Oil & Gas,,Biomass,178205.17253168428,68.75372236643267,India-South,2016.0,Chemical Reaction,4.510884827625328,,251.1173784543574
Cement,37504.15914498862,,249848.54604813943,57.398573410859186,India-West,2018.0,Mixed Process,5.110532738767843,0.014340950111940563,
Cement,,Biomass,111603.84105301714,,India-North,2018.0,Combustion,2.6967023243434136,0.009419078085710138,147.79463124711896
Chemicals,41756.89588106698,Coal,249425.57688655058,67.70565144254587,India-East,2021.0,,5.061988546942198,,404.4247258617158
Cement,48248.5112630713,Biomass,281751.6421794115,69.72705858163405,,2017.0,Combustion,2.44840843632149,,407.17760497518105
Steel,40466.63237893395,Oil,123105.35245697165,89.76492424090522,India-West,2022.0,Chemical Reaction,6.342059682106573,0.011050542636949996,273.07789127277783
Steel,76082.77027779997,Electricity,193189.78343265833,90.54756776345263,India-West,2021.0,Chemical Reaction,,0.01749286500657537,229.91887575470653
Power,45181.35850823132,Coal,220093.16834727576,64.05272177583007,India-Central,2024.0,,,0.014097566476908982,312.02174840184654
Fertilizer,77488.35565218802,Coal,223032.07160675953,79.45409317802257,India-Central,2018.0,Mixed Process,3.126133057706573,,228.68998638546404
Oil & Gas,62212.276431774,Coal,179626.81494698132,88.59399831847908,India-North,,Mixed Process,5.189306329274486,0.015913857741366614,255.79931573181986
Cement,57231.000910030794,Coal,169049.88088495014,,India-North,2020.0,Combustion,3.092371296223865,0.012213553355677344,213.40799848804832
Cement,55530.9972097628,Biomass,215195.77675506155,85.05607295060337,India-Central,2017.0,Combustion,4.147102408862384,0.01830370768634027,329.61244360874423
Chemicals,55906.95947324377,Oil,221153.23565501484,70.22155793850172,India-North,2021.0,,5.661296637857211,0.015529724750835748,277.77802436685977
Fertilizer,21084.91130981585,,162355.7052090495,69.80754106524377,India-East,2020.0,Combustion,5.240355814378418,0.011333652558557335,537.5243173672293
Steel,45816.74908773865,Oil,150497.48246659595,61.017273687394514,India-South,2022.0,Combustion,5.178641598536253,0.009182946076928142,200.42770951170903
Oil & Gas,62677.36956776482,Coal,272682.543307776,100.6799162221914,India-Central,2019.0,Chemical Reaction,4.075468309823413,0.027453655615480962,438.01544009914016
Power,49266.542247888414,Biomass,206460.12534229993,67.7346041107914,India-Central,2020.0,Chemical Reaction,3.2452950915741807,0.013984494854725055,283.85379238431204
Steel,28922.152297946373,Biomass,63697.72892003588,62.98203442880008,India-West,2015.0,Chemical Reaction,5.43735019885292,,138.71071953946296
Fertilizer,49213.93324133796,Coal,273050.6635011384,59.319318253818146,India-North,2022.0,Mixed Process,3.3959070562572995,0.016197179207640234,329.11775468568277
,75561.58274383238,Biomass,164171.41679952276,76.26773846020438,India-Central,2015.0,Chemical Reaction,3.7533829679265787,0.012520982679107206,165.7056697919581
Chemicals,68703.37573302079,Coal,204004.4193757923,,,2017.0,Chemical Reaction,6.2128296713599,0.012188395560134839,177.4060652783434
Chemicals,49069.939859509526,Oil,222491.85674806184,64.31174947197132,India-East,2016.0,Combustion,5.193979391871175,0.014308840550735086,291.60093922475227
Cement,64271.7391558713,Electricity,110978.99346433236,86.98435264578838,,2020.0,Chemical Reaction,2.863713163285469,0.00965343590377613,150.19721001114806
Fertilizer,44502.394694479226,Biomass,182671.8495488166,81.73074616552272,,2022.0,Combustion,4.486968609750943,0.014929906567060884,335.4854647611362
Oil & Gas,24441.926197599216,Coal,279054.44554003794,54.82025428448323,,2022.0,,4.310357394756373,0.015297835663720356,625.8850280475428
Power,36133.010178056684,Coal,265361.56376010366,85.87236001997836,,2021.0,Mixed Process,4.050434005156645,0.022787223738672063,
Steel,73443.33152762297,Biomass,182578.4451869999,75.49182255629988,India-West,2021.0,Mixed Process,4.08693385544338,0.01378317958666212,187.6709471094471
Fertilizer,45890.10377256044,Natural Gas,242950.02750586666,92.05741854087516,India-Central,,Chemical Reaction,6.0702405166764315,0.0223653523666247,487.36765725070893
Fertilizer,46349.24030937473,Coal,250851.49717758267,96.26984224151848,India-East,2019.0,Chemical Reaction,6.893434077721684,0.0241494340593346,521.031928423001
Chemicals,45502.42705587679,Biomass,247790.08656956747,50.86988912858214,India-South,2017.0,Chemical Reaction,4.449003836997254,0.012605054230955667,277.0193821854099
Cement,78562.04884359511,Coal,131238.474351032,86.46945541979579,India-North,2016.0,Mixed Process,4.696588399918536,0.011348119407258574,144.44785458499084
Cement,74389.38373043094,Natural Gas,298469.01621436863,99.52217886237636,India-West,,Combustion,2.863013312393811,0.029704286816563907,399.3081448853647
Power,83281.70350172202,Electricity,172169.44042065344,78.1447349874153,India-West,2017.0,Combustion,6.533597683199132,0.01345413529460355,161.54971294895955
Chemicals,47614.321843999234,Natural Gas,206560.2105653528,85.32325578581013,India-Central,2021.0,Chemical Reaction,3.7096720862562544,0.017624389681238396,370.1489173568808
Fertilizer,54434.36733120643,Oil,178923.15185712834,78.3745476291834,India-Central,2015.0,Mixed Process,3.992442361374235,,257.6133750552645
Oil & Gas,27250.361758688134,Biomass,213785.66770936092,89.69137115892885,India-South,2021.0,Combustion,5.448570689973231,0.01917472967097972,703.6504630939921
Chemicals,72154.01639177412,Natural Gas,148144.13636234074,80.75235096442873,India-South,2020.0,Chemical Reaction,,0.011962987292853926,165.79794017146025
Power,32483.306730980974,Electricity,186492.62440843188,,,2024.0,Mixed Process,5.1592316019117,0.008329583876754388,256.42659922950645
Power,53251.633456439435,Coal,210965.43072114958,73.18196898937606,India-South,2016.0,Mixed Process,5.315326012267822,0.01543886560886553,289.92285507062866
,33540.46208550734,Biomass,273478.9386951303,72.21281680433151,,2024.0,Combustion,4.4901659271289525,0.01974868449983445,588.8018015222204
Power,41166.99759891956,Natural Gas,266235.70874042145,85.70676456962654,India-West,2015.0,Mixed Process,5.55950799905543,0.022818201209042967,554.2838326796472
Chemicals,37441.0635342545,Electricity,269273.1811267595,92.65269514147414,India-West,2023.0,Chemical Reaction,2.451361219098536,0.024948885960712597,666.3508887210718
Steel,40881.87108986273,Natural Gas,252119.13447573327,71.58494777998658,India-North,2016.0,Chemical Reaction,6.462770575204539,,441.46548566990697
Chemicals,,Oil,310800.5217526996,56.626857201917076,India-North,2018.0,Combustion,,0.017599656763571444,419.90766130159307
Chemicals,41775.96807612384,Biomass,182591.54583096632,79.59323519672026,India-South,2023.0,Mixed Process,5.547843567236334,0.01453305185225683,347.8806721073421
Power,62500.00867670461,,,63.360777258378036,India-South,2023.0,,,0.012072376579888194,193.1579984626128
Power,33427.0581040622,Electricity,188063.42337027192,65.9090844760701,India-Central,2015.0,Combustion,2.1026306281101648,0.012395088057770188,370.8100192120672
Cement,53308.121405208,Natural Gas,196332.15446012776,110.73137818853661,India-Central,2016.0,Mixed Process,4.7620955672304,0.021740130046094593,407.82022463036304
Cement,68269.38728458338,Biomass,113826.7573090853,64.83411743631984,India-North,2016.0,Combustion,1.96454661001205,0.007379857350772714,108.09907111088481
Steel,42302.05453229906,Natural Gas,215885.64729603956,51.52687810707721,India-West,2016.0,Mixed Process,5.092877977971566,0.011123913433290493,
Cement,39231.216638785976,Biomass,229763.3014671072,84.05359647312744,India-East,2022.0,Chemical Reaction,4.760803450077323,0.01931243182584976,492.2720598666448
Chemicals,46542.13062229624,Oil,184555.59318089878,85.60575242887023,India-East,2022.0,Combustion,2.964826472090791,,339.45632071340356
Power,67695.87812541064,,94559.56177562743,88.17881239844056,India-South,2024.0,Mixed Process,4.7260153017547575,,123.17071717195076
Cement,52911.614464300364,Oil,201285.834282546,87.59777188689151,India-East,,Mixed Process,3.9298570523918874,0.017632190595545112,333.2385672609103
Cement,42031.78558088602,Electricity,122317.59478314935,77.18409551778127,India-East,2018.0,Mixed Process,4.303587004795449,0.009440972919247864,224.61508091488628
Steel,57258.14976782059,,225638.66520523315,77.34165797572754,India-North,,Combustion,1.5,,304.78226315672094
Fertilizer,33465.61775245365,Biomass,207158.69803224743,89.09339794384228,India-West,2021.0,Chemical Reaction,3.014205969298841,0.018456472321315278,551.5055020898898
Steel,60220.39265664422,Electricity,213042.3276016586,99.1289177071026,India-Central,2022.0,Combustion,3.5555550040198476,0.02111865536095441,350.6894330856601
Chemicals,,Natural Gas,136337.79960606887,56.08910279850956,India-North,2015.0,Chemical Reaction,3.1355875477469644,0.007647064857427393,136.24062291043455
Power,45382.87293291674,Natural Gas,275695.02593130415,65.87561931043169,India-Central,2017.0,Combustion,3.8694832473640695,0.018161580574030185,400.1857837619921
Steel,37421.21302329154,Biomass,,84.41898620087919,India-North,2024.0,,,0.017745930505642223,474.22114549298243
Cement,36699.78616574814,Coal,145145.7607113722,78.82329598504656,India-North,2020.0,Combustion,4.86205749175845,0.011440867257527233,311.74206862831744
Power,58022.260045188654,Coal,234778.49893153802,48.14148083453637,India-East,2015.0,Chemical Reaction,1.5,0.011302584606673856,194.7973863457098
Power,68434.70753733593,Natural Gas,205864.12316562285,66.40098623147775,India-Central,2018.0,,6.890972005975062,0.013669580807875762,199.74631732616155
Cement,40440.38379456808,Biomass,310215.0203767487,79.54026278686283,India-North,2023.0,Combustion,3.761738359732326,0.0246745842411986,610.1471332849435
Steel,56875.80055327226,Coal,166827.53251071926,75.18893168895416,India-East,2021.0,Combustion,4.132315077892609,0.01254358394578525,220.54342662019152
Cement,18694.59472096897,,,69.61587082040572,India-South,2015.0,Chemical Reaction,5.213564935397004,0.008712286563651224,466.0323849587927
Fertilizer,41230.73404014201,Natural Gas,217360.80265663884,110.16102076472184,India-Central,2020.0,Combustion,6.586686468082959,0.023944687894894595,580.7485229727462
Power,49534.11600693647,Oil,260733.55214819856,,India-North,2020.0,Mixed Process,3.7930532413955613,0.019457666224527773,392.8134343167249
,36354.748745272496,Biomass,339378.142545338,78.4657349790416,India-South,,Mixed Process,5.327232186714821,0.026629555390641893,732.4918012012049
Oil & Gas,35952.40437815606,Oil,405116.7307621491,76.99447344063964,India-East,2020.0,Chemical Reaction,3.694866921183434,0.031191749367025047,867.584516432968
Chemicals,39983.306652966705,Coal,106877.09264661002,78.17500093421229,India-North,,Chemical Reaction,5.628301318875116,0.008355116817494632,208.96512862261466
Cement,54382.8909248956,Coal,191885.74186155671,75.56589689729314,India-East,2016.0,Mixed Process,5.336567132942331,0.014500018185571001,266.62830789183243
Cement,47190.06472390438,Electricity,125347.23539855746,43.7645131491887,India-East,2022.0,Mixed Process,3.220853371902627,0.0054857607318146194,116.24821376936525
,16426.53150012542,Natural Gas,185156.9727571709,60.14692751016446,India-East,2021.0,Mixed Process,5.194832212607075,0.011136623018427053,677.9655838082448
Chemicals,18189.497710474006,Biomass,348634.62453725084,70.27714025640205,India-Central,2020.0,Chemical Reaction,2.7872629333174457,0.024501044406842445,1346.9885093492207
Chemicals,40897.02233214237,Natural Gas,150817.32032527486,87.19079491744935,India-South,2024.0,Mixed Process,3.6102801611583852,0.013149882046480307,321.5364174849807
Power,56865.29879080328,Oil,198682.91936985007,70.51092299728752,India-South,2020.0,,2.8926985976707362,0.014009316028563784,246.35966620172732
Fertilizer,8787.42735912148,Biomass,165148.32019637816,62.52935657690308,India-West,2023.0,Mixed Process,4.501112924705589,0.010326618201635895,1175.158300559573
Cement,42504.04735772554,Biomass,139802.2547063037,89.16484473183246,India-North,2023.0,Combustion,5.6980200163819115,0.012465446334047664,293.27669031457407
Power,42106.28215223868,Coal,307567.4001405952,95.26639884424043,India-East,2024.0,Chemical Reaction,3.008887974612855,0.02930083861328003,695.8780760395913
Chemicals,70825.06667312671,Oil,107644.55769125963,52.00909314350206,India-North,2024.0,Chemical Reaction,4.981092848891392,0.005598495827355803,79.04681337179808
Cement,44224.67282430705,Coal,195049.17570075855,76.45390279445449,India-South,2016.0,Chemical Reaction,4.2097151196022615,,337.1934661542163
Power,55744.83477111393,Coal,205277.79245138986,,India-South,2017.0,Chemical Reaction,3.267927500752429,0.008211111698055594,147.29816191527146
,52118.85710131195,Electricity,198017.00667616373,,India-East,2024.0,Combustion,3.9935899485739554,0.013926278415333067,267.2022985512188
